ASIN,Question,Answer,Votes,Date
B08ZJHJ5DJ,Plastic back or stainless steal?,Plastic back,0,13-04-2022
B08ZJHJ5DJ,How much charges take to installation ?,Free installation,0,13-04-2022
B08ZJHJ5DJ,How much energy star rating?,See product details,0,13-04-2022
B08ZJHJ5DJ,Panch member ke liye kafi hai,No,0,13-04-2022
B08ZJHJ5DJ,Smart door?,See product details,0,13-04-2022
B08ZJHJ5DJ,Installation is free or chargeble,Free,0,13-04-2022
B082GFNRKM,Does this model have led display timer?,"Yes,",0,04-06-2022
B082FJ9RS7,Year of manufacturing,2020,0,12-04-2022
B095PT9K7Z,Guarantee? Warranty?,"Really good , excellent after sales support .",0,02-07-2022
B082FJMJNN,Should we purchse the extra powder packets for cleaning the drum?,No,0,16-06-2022
B082FJMJNN,Can I connect this washing machine with alexa ?,"For now technology is in Japan only, when comes to india Alexa will put clothes too",0,14-06-2022
B082FJMJNN,Does this model had anti clock feature or not???,360,0,14-06-2022
B082FJMJNN,"Hey, I don't see my warranty card. What's the best way to get the customer service with a potential issue? The machine is only 6 months old",Amazon should refer this question to manufacturers asking fellow customer is like indirectly protecting manufacturer .,0,24-04-2022
B082FJMJNN,Auto restart option is available or not?,yes available,0,19-04-2022
B082FJMJNN,During installation service agent asked us to put scalegon and calstarit  . Is that necessary? With charge,not asking,0,19-04-2022
B082FJMJNN,Manually bucket water fill,Yes. but this one is fully automatic,0,19-04-2022
B082FJMJNN,Machine ka weight kitna h,24 kg,0,01-05-2022
B082FJMJNN,Is there delivery of washing machine in karnal city?,check your pincode,0,19-04-2022
B082FJMJNN,Can we start where it stopp,yes,0,19-04-2022
B082FJMJNN,What is the difference between automatic & semiautomatic washing machine,Semi-automatic mein sab khud karna padta hai...button settings...water fill.,0,01-05-2022
B082FJMJNN,with this price installation will be done and who will do it,Company service man and free of cost,0,01-05-2022
B082FJMJNN,How much liter of water required in 1 wash,10-12 ltrs,0,01-05-2022
B082FJMJNN,Motor speed?,Very fast,0,14-06-2022
B082FJMJNN,"How many years warranty for whole product, on motor and and compressor",5 years,0,01-05-2022
B082FJMJNN,Warenty period,5 years,0,01-05-2022
B082FJMJNN,Does it contain dryer??,Yes it's fully automatic,0,22-07-2022
B07BNLKS7V,Modle of which year,i think its 2021 was i order,0,02-05-2022
B07BNLKS7V,both Motor  warranty for 10 year na,"Nope , primary washing moter will be cover 10yr and secondary dryer moter cover only 2 year . Solid built so mostly sooner may not come moter issue",0,20-04-2022
B08L5CRR6R,Rat protection is there,"It's hard, but",0,06-07-2022
B08L5CRR6R,can we wash saree ?,Yes we can wash.,0,03-06-2022
B08L5CRR6R,Mottor Warranty ?,2 Years Comprehensive Warranty on Product and 10 Years on Wash Motor and Prime Mover.,0,26-05-2022
B083G25P9L,Is the body made of metal or fiber/plastic?,Plastic,0,29-06-2022
B083G25P9L,Does it have lint collector ?,Yes. It has,0,02-06-2022
B083G25P9L,I can use king size bed sheets for wash through this machine,Yes. But the quality of washing won't be too good.,0,30-05-2022
B083G25P9L,who does the installation? can it be installed by own?,"Yes you can easily, don't rely on company technician. They are not useful. You go through the guide and do it on your own.",0,02-06-2022
B083G25P9L,clothes are not getting dried properly,"Yes, but check the level. You fill dryer up to 75 pc and then try. If you fill totally with clothes it generates huge sound.",0,02-06-2022
B083G25P9L,warranty of the product,One'year,0,02-06-2022
B083G25P9L,Can u tell me This washing machine work with out over head tank?,"Yes it will work without water storage tank, but u need water to wash the clothes which u can easily store in the machine itself,",0,20-05-2022
B083G25P9L,Capacity of spin tub,Depends. My machine is 7 kg,0,02-06-2022
B083G25P9L,Purani washing machine exange ho sakti h kya,Depends,0,02-06-2022
B083G25P9L,I ordered this machine  but my sim card is not working and i want to change my number for received my product,You contact Amazon customer care and change your mobile number,0,02-06-2022
B083G25P9L,"My washing machine's Inbuilt scrubber is damaged, can I replace it with a new one, if yes where can I buy it?","Contact service centre, they will change",0,02-06-2022
B083G25P9L,Had ordered this product and recived as per schedule but if installation demo is needed whom to contact?,"Company service technician, send a mail or contact Amazon customer care if you had purchased the product from them",0,02-06-2022
B083G25P9L,Is there a return policy available for this product?,"I don't think, it is only replaceable in case any manufacturing defect",0,02-06-2022
B083G25P9L,At the end it do any sound like buzzer,Yes,0,29-06-2022
B083G25P9L,Do we need water softner with semi automatic machine,Only if you are going to use hard water orelse water softner is not required.....vineger is best if you use hard water,0,03-08-2022
B08KRZ69XY,Is display pannel waterproof,"Yes, display panel is waterproof",0,03-07-2022
B08KRZ69XY,In this machine have inbuilt heater,Yes,0,17-06-2022
B08KRZ69XY,What is the difference between Waj2846sin and  Waj28262in?,Yes,0,17-06-2022
B08KRZ69XY,Does it spin only?,wash and spin both,0,09-07-2022
B08KTL8FDF,what is the power cord length,4.5 feet and the insertion is at the bottom left corner when you look at it from the back side,0,22-06-2022
B08KTL8FDF,Is this having dryer?,"Yes, this model contains both Washing & Dryer facility in it.",0,09-05-2022
B08KTL8FDF,Cord length,4.5 feet and the insertion is at the bottom left corner when you look at it from the back side.,0,18-04-2022
B08SR5BPLK,Can we add clothes midcycle ?,YES,0,06-07-2022
B08SR5BPLK,Upto how many days after receiving the product i can return it if i find any faults?? Please reoly fast i m gonna buy a washing machine today.,10 days,0,06-07-2022
B08SR5BPLK,"Can i use normal detergent/surf like tide, surf excel etc  ??",Yes,0,24-06-2022
B08SR5BPLK,Do you install it in Coimbatore?,In Bangalore,0,24-06-2022
B08SR5BPLK,Is this having eco silence drive,Yes,0,22-05-2022
B08SR5BPLK,Can I use liquid detergent,Yes,0,11-05-2022
B08SR5BPLK,I have 61 cm gap into which the machine should go.  one reviewer mentioned the width is 61.5 cm.  what is exact width ?,61.5 is a safer bet but you can check dimensions before buying,0,07-07-2022
B08SR5BPLK,Lot of customer reviews it was broken,Had no such problem,0,07-07-2022
B08SR5BPLK,Can we pay through bajaj finance,Why not,0,07-07-2022
B08SR5BPLK,Which ditergent can we use in this machine,Surf excel matic powder or liquid,0,09-07-2022
B08SR5BPLK,Is it have auto cleaning procedure,Yes,0,19-07-2022
B08SR5BPLK,Automatically dary?,Yes,0,23-07-2022
B08SR5BPLK,"Can you confirm warranty, on othet side same model has 3 years?",1 yr,0,23-07-2022
B09KGW3NWL,What metal is its drum made of?,Stainless-steel,0,03-07-2022
B09KGW3NWL,What's the colour of lid ?,"Dear Customer,Body color of this Washing Machine is White and Door Color (Lid) is Black. Please check product main Image showing color details. Hope this is of help.Regards,Samsung Indiasee less",0,16-05-2022
B09KGW3NWL,Lid colour is black or white ?,"Dear Customer,Body color of this Washing Machine is White and Door Color (Lid) is Black. Hope this is of help.Regards,Samsung Indiasee less",0,16-05-2022
B08HZ5XQD3,model manufacturing year,2019,0,15-06-2022
B08HZ5XQD3,what are samsung washing machine models with automatic and non inverter?,Wa65a4022ns,0,12-04-2022
B08HZ5XQD3,Witch as real prise in samsung dimond drupm 6.5 kg washing mashin,Prices are changing day to day. You can get same item at low cost as you see today.,0,22-07-2022
B09KGY7S81,Can we only dry clothes without washing them in this machine,"Yes, you can.",0,07-07-2022
B09KGY7S81,Which year model is this?,2022 this may 22nd model,0,29-05-2022
B09KGY7S81,"what is the difference between net dimension and product diamension, your team making total confusion",मुझे समझ नही आया आप फोन कर सकते है,0,24-05-2022
B09KGY7S81,What is the actual   dimension of ww70t4020ee1tl,Simply super... quality is excellent,0,30-05-2022
B09KGY7S81,Is there only Spin function in this machine means if I want to spin the clothes only is it possible,Yes there is a drier option is there.,0,31-05-2022
B09KGY7S81,Auto restart is there,Yes in case of power cut it will resume from last left time.,0,21-05-2022
B09KGY7S81,Does this machine stop when water is not available and resume when water becomes available?,When water is not available it will throw an error and stop washing the cloth.,0,21-05-2022
B09KGY7S81,What is the minimum water pressure required?,normal pressure,0,26-04-2022
B09KGY7S81,This is direct drive?,Yes,0,21-04-2022
B09KGY7S81,Is it belt driven or shaft driven?,It’s direct drive,0,21-04-2022
B09KGY7S81,[wronginfo] how can the lxwxh is in 5.5x6x8.9 meters ? i mean in meter ?,I think in feets.,-1,22-04-2022
B09KGY7S81,Does 2022 model have ecobubble?,No,0,14-04-2022
B09KGY7S81,What kind of drives ?....belt drive or direct drive,Direct drive,0,21-04-2022
B09KGY7S81,What is smart check option available with this modeland how does this feature works?,Based on weight of the cloths and it indicates some signs on display with red.,0,22-04-2022
B09KGY7S81,Hot water inbuilt heater is available,Yes,0,22-04-2022
B09KGY7S81,Does this product have 5 star ratings ?,"Dear Customer,Washing machine Model WW70T4020EE1TL comes with 5 Star Energy efficiency and digital inverter motor. DIT offers less noise and a long-lasting performance. Hope this is of help.Regards,Samsung Indiasee less",0,16-05-2022
B09KGY7S81,Can we adjust duration of soaking?,Yes,0,22-07-2022
B09KGY7S81,How to find 2022 and 2021 model  different,It is available at description and specifications,0,24-07-2022
B09KGY7S81,Motor warranty and product warranty?,Motor I think 3yrs and product is 1yr,0,24-07-2022
B09KGY7S81,Can i set the cycle for 30mins,Yes,0,24-07-2022
B09KGY7S81,What is difference in front lod and top load,Please Google it,0,24-07-2022
B09KGVKZXS,Is there pause and add feature,"Yes ,it has..",0,01-07-2022
B09KGVKZXS,Touch panel?,Yes,0,18-06-2022
B09KGVKZXS,Ceramic coated heater there or not,"Dear Customer,Yes, Ceramic heater is available in this Washing machine model. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B09KGVKZXS,Does it display load?,"Dear Customer,Once you set the cycle you want, the screen displays a brief cycle description, maximum laundry load, and cycle time. You can also check the cycle progress, remaining cycle time, and information codes. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B09KGVKZXS,Can i use without wifi connection,Yes brother,0,07-06-2022
B09KGVKZXS,Is this work on house inverter,"Dear Customer,Power consumption (Washing and heating) of this Washing machine model is 1900-2300 W. Hence it is advisable to not use with Home Inverter. Hope this is of help.Regards,Samsung Indiasee less",0,16-06-2022
B09KGVKZXS,Is this machine a belt driven or direct driven motor?,"Dear Customer,This model comes with direct drive digital inverter motor. Digital Inverter Technology utilizes strong magnets for a quieter and more powerful performance, but consumes less energy than a Universal Motor. By eliminating the use of brushes, it provides outstanding durability – backed-up by a 10 year warranty. Hope this is of help.Regards,Samsung Indiasee less",0,16-06-2022
B09KGVKZXS,Can i operate it without using phone also ?,Yes it can be . One of the best washing machine.,0,13-05-2022
B09KGVKZXS,In built heater is there,Yes,0,13-05-2022
B09KGVKZXS,Is there a notification of wash cycle end in SmartThings app,Yes,0,14-07-2022
B09KGVKZXS,Is there steam washing mode?,S,0,14-07-2022
B09KGVKZXS,Can this washing machine removes stains on collar?,"S,i have checked twice... It is working good",0,14-07-2022
B09KGVKZXS,Is this 1400 rpm or 1200 rpm?.. You mentioned 2 rpms,1400 max,0,14-07-2022
B09KGVKZXS,Howmany was programs?,21,0,15-07-2022
B09KGVKZXS,Does it comes with Rat mesh?,Yes and washing quality super like hand wash,0,23-07-2022
B09KGVKZXS,Does it require stabilizer?,No needed because you are not using 24/7,0,23-07-2022
B09KGVKZXS,Noise in db,I am not sure but very less noises compared others,0,23-07-2022
B09KGVKZXS,where is this product built? How about the spare part support?,Every thing good,0,23-07-2022
B09KGVKZXS,Is there an auto restart feature?,Yes,0,23-07-2022
B09KGVKZXS,Is this 2022  model,Yes,0,25-07-2022
B09KGVKZXS,It has ecobubble technologh or not,Yes it has ecobubble technology.,0,25-07-2022
B09KGVKZXS,Can it be installed on a stand ?,Yes,0,25-07-2022
B084LGQKD7,Is it having dryer with Iron?,"It has a dryer, which dries up to 90%. There is no washing machine which irons.",0,05-07-2022
B084LGQKD7,My clothes are damp after all kinds of different cycles. How do I change the settings to make them fully dry ?,No machine dries 100%. Try setting the dryer RPM to 1000 cycles per minute,0,05-07-2022
B084LGQKD7,Is there a inbuilt water softener for hard water wash? Or is it recommended to use a external water softener?,These are baseless questions which I donot think any relevant if you have a free flowing water then these things donot come up,0,21-06-2022
B084LGQKD7,Is there a facility to soften water/treat hard/salt water in built? If not what other options do I need externally to ensure good maintenance? Thanks,"Dear Customer,You can use hard water in this Washing machine model with softener for best results. Also clean the drum with dry cloth once washing cycle is complete. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B084LGQKD7,Volume of the tank,"Dear Customer,Washing Capacity of this Washing Machine model is 6.0 kg. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B084LGQKD7,I do not have a power socket near where I can keep the washing machine. Will this machine work if I use an extension cable?,"Dear Customer,You can use extension cord however it is advisable to not use any other appliance in the cord when using Washing Machine. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B084LGQKD7,Do we have to plug direct to the wall power socket or can we use plug it to the extension?,"Dear Customer,In case the power socket is far from Installation site of Washing Machine you can use extension cord however it is advisable to not use any other appliance in the cord when using Washing Machine. Best will be to use with power socket directly. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B084LGQKD7,Inverter pcb under guarantee?,"Dear Customer,You will get 3 years comprehensive warranty on product which include internal parts and 10 years warranty on motor from Samsung India. Onsite warranty will be available with this product. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B084LGQKD7,This product is which year of manufacturer ?? Also when is available 2022 year manufacturer model ??,"Dear Customer,This Model was launched in 2020 however you will get latest model as per availability. Hope this is of help.Regards,Samsung Indiasee less",0,16-06-2022
B084LGQKD7,What is wattage?,0.09 wts/kg/cycle,0,29-05-2022
B084LGQKD7,5amo/15amp,15 amp,0,06-06-2022
B084LGQKD7,Do the clothes tear in the drum?,No. So far never happened. We used regular n formal wear...All r good,0,20-05-2022
B084LGQKD7,Does it have a place to put conditioner ?,"Dear Customer,Yes, This washing machine model comes with a detergent and softener compartment.Regards,Samsung Indiasee less",0,23-06-2022
B084LGQKD7,Can we wash through cold water in cotton cycle,Yes,0,20-05-2022
B084LGQKD7,Can we use ground water for washing clothes in this machine,You should have an inlet,0,20-05-2022
B084LGQKD7,Motor will made by copper or silver?,Copper,0,20-05-2022
B084LGQKD7,In which compartment to insert liquid detergent?? In main wash or prewash,Main wash,0,06-06-2022
B084LGQKD7,Shiping charges,Free,0,06-06-2022
B084LGQKD7,what is the difference from similar model (newer and bit expensive) starting with WW61?,"Dear Customer,You can check and compare feature of both models through Samsung India official webpage. However both are 5 Star Rated and comes in 6 kg Capacity. Hope this is of help.Regards,Samsung Indiasee less",0,16-05-2022
B084LGQKD7,मशीन में सर्विस की जरूरत,"In 2 years, I needed to get service once and that was a small issue due to hard water quality at my place.",0,21-07-2022
B084LGQKD7,Is a spin cancel option available?,"Spin is an integral part of wash, used to wring the clothes of detergent. It cannot be cancelled. However, the spin in the last cycle of wash, which is for drying, can be cancelled before you start the wash.",0,24-07-2022
B084LGQKD7,Is cremaic heater a coted one?,"Yes ceramic coated heater, so scaling of the heating element by hard water is minimized.",0,24-07-2022
B084LGQKD7,How much litres of water required to wash fifteen clothes,"The load is calculated in kgs, not number of clothes. For a load of 6 kgs, it takes 35 to 45 liters, depending upon the wash cycle chosen.",0,24-07-2022
B084LGQKD7,This machine have a try wash,"You mean, dry wash?",0,24-07-2022
B084LGQKD7,Is there a inbuilt water softener for hard water wash? Or is it recommended to use a external water softener?,"Dear Customer,You can wash clothes in hard water. To make washing efficient you can add softeners. Hope this is of help.Regards,Samsung Indiasee less",0,28-07-2022
B084LGQKD7,Does this washing machine have Self tub cleaning feature?,"Dear Customer,Thank you for your query. This Washing machine model is not available with Drum Clean feature. You can opt for model WW70T4020EE1TL having a drum clean feature. Hope this is of help.Regards,Samsung Indiasee less",0,28-07-2022
B084LGQKD7,How do I know where to use liquid detergent and powder out of three partion trays,In left large compartment,0,31-07-2022
B084LGQKD7,Manufacturing year?,"Dear Customer,This Model is available since 2020 however you will get latest model as per the availability. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B084LGQKD7,Is a spin cancel option available?,"Dear Customer,To cancel spin cycle press spin button till it shows light on stop spin cycle icon. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B084LGQKD7,How much litres of water required to wash fifteen clothes,"Dear Customer,This fully automatic Front load washing machine water consumption is ~55L (for cotton course). [ for max loading: 6kg*9L = 54L ] Rest will vary depending on load and course. In general, water and energy consumption is more efficient (lesser) than top loading and semi automatic machines. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B084LGQKD7,How to use and how it’s work washing machine,"Dear Customer,Onsite Installation/Demo will be provided by service engineer. Also it comes with user manual which you can refer while operating. It comes with 11 cycles depending washing type required. Cycles are  15' Quick Wash , Cotton, Daily Wash, Delicates, Denim, Hygiene Steam, Option List (Pre Wash, Intensive, Rinse+), Rinse + Spin, Spin, Synthetics and wool. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B084LGQKD7,This machine have a try wash,"Dear Customer,This fully automatic front load washing machine has 11 cycles depending washing type required. Cycles are  15' Quick Wash , Cotton, Daily Wash, Delicates, Denim, Hygiene Steam, Option List (Pre Wash, Intensive, Rinse+), Rinse + Spin, Spin, Synthetics and wool. Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B084LGQKD7,Is it having dryer with Iron?,"Dear Customer,Thank you for your query. This washing machine model is not available with Dryer with iron. There is Spin cycle available to remove moisture from clothes.  Hope this is of help.Regards,Samsung Indiasee less",0,03-08-2022
B09T6NX8W2,What is mator wattage  use in it,500 W,0,25-05-2022
B09T6NX8W2,Kiya eski moter copper ki hai,पता नहीं।,0,25-05-2022
B09T6NX8W2,Kya macanic bhi aayega fiting kane ghar pe,"Fitting ya installation ki koi zaroorat nahi hai. Machine aapke paas puri tarike se ready deliver hogi, aapko sirf chalana hai",0,25-05-2022
B09T6NX8W2,Will the product be installed as well?,"Installation nit required, plug it and use",0,25-05-2022
B09T6NX8W2,Fibralon body,Fibre body,0,25-05-2022
B08ZJJZDMP,Alaram is there  after washing completion,yes,0,19-06-2022
B08ZJJZDMP,model year,2022,0,15-06-2022
B08ZJJZDMP,Installation is free??,Free,0,15-06-2022
B08QNZTQ96,How much time it takes un quick wash,Around 35 min for normal dirty clothes,0,22-05-2022
B08QNZTQ96,Its Airdrier mation,It's purely bad product. Functions not working properly. Making lot of sound. I'm not able to contact service people as well. Machine not taking,0,21-05-2022
B08QNZTQ96,How to contact customer care ?,I'm not able to connect customer care as well,0,21-05-2022
B08QNZTQ96,"For emi ,initially we should pay anything?",Emi and all ok,0,21-05-2022
B08QNZTQ96,Is this a invertor motor washing machine,Yes,0,21-05-2022
B08QNZTQ96,Exchange offer at burdwan golapbag available or not??,Not available,0,21-05-2022
B08QNZTQ96,Will I get the latest 2022 model?,Check with Amazon,0,14-07-2022
B07NXCK997,How many Watt?,360watt,0,11-05-2022
B07NXCK997,Can we dry the cloths with heat?,"No only rinse n spin u need to dry outside which will dry in an hour depend on weather conditions, heater is to heat the water for washing",0,11-05-2022
B07NXCK997,Steel or Stainless steel material drum?,Stainless steel drum,0,11-05-2022
B07NXCK997,Can i wash hand made blanket?,Yes,0,11-05-2022
B07NXCK997,Any type of detergent used,Yes u can use any type detergent liquid,0,15-04-2022
B07NXCK997,How to use in detail,U can goto whirlpool website and from there download the manuals or check whirlpool youtube channel they hav posted videos showing how to use,0,29-07-2022
B07NXCK997,If we get any damage within 2 years how can we claim warrenty,Just contact the service centre they will come to home n will replace the damaged part,0,29-07-2022
B07NXCK997,How to use in detail,It works as normal refrigerator. Nothing special in operation,0,30-07-2022
B07NXCK997,What is the model no ?,Mentioned in the decription,0,31-07-2022
B07NXCK997,manufacturing 2022?,"No, Manufacturing year is 2021",0,31-07-2022
B08SMC7R5S,Does it have wheels,Yes,0,27-05-2022
B08CN7RZ6R,How can i assure that hydrilic window or top is opening ?,I assured,0,02-06-2022
B08L3HH6SC,Pause & reload option available?,Yes,0,18-04-2022
B08L3HH6SC,What is the percentage of drying? Does it dry clothes 100%?,60% to 70% in case of cotton or mix clothes,0,16-04-2022
B08L3HH6SC,Is it with inverter technology ?,No,0,16-04-2022
B08DDTG2XX,Do we have to use descaller powder to  clean the drum,Use vinegar for drum cleaning,0,30-06-2022
B08DDTG2XX,Is it Direct drive or belt drive?,Belt,0,30-06-2022
B08DDTG2XX,Does this washing machine have self tub clean feature?,Yes,0,19-06-2022
B08DDTG2XX,Wash type tumble or pulsator?,Tumble,0,30-06-2022
B08DDTG2XX,Will it restart from where it stopped when power restored?,Yes,0,16-06-2022
B08DDTG2XX,What is minimum water pressure required at Inlet of the Washing m/c?,Water inlet will be of normal pressure & the machine will take the desired quantity automatically,0,29-04-2022
B08DDTG2XX,"[wronginfo] the dimensions in images is lxw is 45x60 which is increased to 56x60 in the details below, what actually is the dimension ??",45×60,0,25-04-2022
B08DDTG2XX,What kind water supply require,Soft water is good but still hard water will work. Proper cleaning is required due to scaling,0,29-04-2022
B08DDTG2XX,Is it available hot water system?,Yes,0,29-04-2022
B08DDTG2XX,Will i get samsung warranty card while delivery,Yes,0,29-04-2022
B08DDTG2XX,Whether instalation  will be done,Yes,0,29-04-2022
B08GY3PZQF,Is installation included?,Yes of course.,0,03-07-2022
B08GY3PZQF,Samsung service man told me to don't use trolley. If i use trolley and machine get some problem it will out of warranty.,Spinning problem,0,29-06-2022
B08GY3PZQF,Emi pe kaise le,Credit Card ya debit card ley saktey hoo,0,29-06-2022
B08GY3PZQF,Can we move it easily from one place to another one,You should buy wheel stand.,0,28-06-2022
B08GY3PZQF,This washing machine have waterfall function,Credit card ya debit card ley saktey hoo,0,29-06-2022
B08GY3PZQF,Does it also has dryer ?,Yes,0,26-06-2022
B08GY3PZQF,How long is the power chord,As long as it’s required. Standard length.,0,23-06-2022
B08GY3PZQF,"Is this machine suitable for jeans , blanket, sweater . If yes, which progrrmme should we select ?? Plzz reply","Dear Customer,You can wash Blanket, Jeans, Cotton etc fabrics laundry in this Top Load Washing machine model. You can select normal wash cycle for same. For fabrics like Wool, Silk, Linen and embroidery you can choose delicate wash cycle for best results. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B08GY3PZQF,Is tub stainless steel?,No,0,12-06-2022
B08GY3PZQF,What is the name of center part inside the drum?,"Dear Customer,This Washing Machine Model comes with Center Jet Pulsator. Jets of water generating from the center of the pulsator which improves washing effectiveness by lifting any clothes that falls down onto the surface of the pulsator and thus preventing tangled laundry. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B08GY3PZQF,This model Have wobble technology or not?,"Dear Customer,Thank you for your query. This Washing machine is not available with Wobble Technology. It comes with Center Jet Pulsator. Jets of water generating from the center of the pulsator which improves washing effectiveness by lifting any clothes that falls down onto the surface of the pulsator and thus preventing tangled laundry. Hope this is of help.Regards,Samsung Indiasee less",0,15-06-2022
B08GY3PZQF,"How much time it will take for normal wash in samsung auto washing machine, for me it will take 90 minutes",Superb 👍 very good 😊👍,0,10-06-2022
B08GY3PZQF,It will dry clothes automatically after washing?,The machine will only rinse your clothes. You need to hang them up for drying.,0,05-06-2022
B08GY3PZQF,Can i open lid in middle of a cycle ?,"Yes, you can.",0,03-06-2022
B08GY3PZQF,Is this machine dries clothes completely,"No, upto 90%",0,03-06-2022
B08GY3PZQF,Exchang offer,Superb 👌 thank u,0,01-06-2022
B08GY3PZQF,Will they provide extra length of inlet and oulet pipe if required.. During installation,They supply a fixed length (maybe 1.5 mt). The person coming to install can get you longer pipes for water inlet and waste water outflow too. Excellent product and service!,0,28-05-2022
B08GY3PZQF,Can I run this refrigerator on 200ah battery with 900va Inverter?,Thanks 👍 superb,0,01-06-2022
B08GY3PZQF,what is the size of washing machine tub?,20L,0,03-06-2022
B08GY3PZQF,Manufacturing date?,"I recently bought this machine it’s been 15 days working perfectly, good quality as expected just go for it.",0,22-05-2022
B08GY3PZQF,Is it Samsung wooble technology,I dont know. But dont buy samsung product at all. The service is beyond sadness. Installation will happen at the speed of SBI Loan process,0,19-05-2022
B08GY3PZQF,How to claim warrenty in case of motor fault?,"Dear Customer,You can claim warranty through Electronic Bill received on Email/Hard Copy received with product, warranty can be claimed from nearest Samsung authorized service center or call our support team on toll free number 1800-40-7267864 and whats app number 1800-5-7267864. Hope this is of help.Regards,Samsung Indiasee less",0,23-06-2022
B08GY3PZQF,Is the machine water resistant?,Yes,0,15-05-2022
B08GY3PZQF,Can i get it delivered in different city and installation in different city?,Yes,0,15-05-2022
B08GY3PZQF,What will be total warranty of motor? 4 year?s,"Dear Customer,You will get 2 Year comprehensive warranty on product which includes motor warranty. Hope this is of help.Regards,Samsung Indiasee less",0,23-06-2022
B08GY3PZQF,Can we get till 10th of may pin vode 444001?,Superb 👍 thank you,0,10-06-2022
B08GY3PZQF,Any hidden charges?,Hidden sadness? Yes.,0,19-05-2022
B08GY3PZQF,Delivery to 416114,Superb,0,10-06-2022
B08GY3PZQF,can i turn off somehow this beep sound in the end of washing? I don't want to hear this sound,Use cotton,0,02-05-2022
B08GY3PZQF,What is procedure for machine service,Contact Customer care,0,02-05-2022
B08GY3PZQF,"Who will delivered this product delivery partners like (Ecom , Delivery) or Amazon",Concrete on product not delivery partner,0,02-05-2022
B08GY3PZQF,Can someone tell me how it is used in brief??? And does it also dry the clothes or how is it done ?,"Dryer is good but you have to expose to o open air 4 to five hours, in direct Sun light one two two hours. Buy it and experience the   process very simple no rocket science.",0,02-05-2022
B08GY3PZQF,What is the Energy rating of this product?,3star,0,26-04-2022
B08GY3PZQF,Is it working in low water presure,May be,0,02-05-2022
B08GY3PZQF,"What is the total warranty on motor? at some places, it is 10 years and at others, it is just 2 years. whom to believe.",Let them stamp the warranty card first,0,19-05-2022
B08GY3PZQF,Warranty period is not mentioned on warranty card,Superb 👍 thank you,0,10-06-2022
B08GY3PZQF,Is this model can work if select only Wash and rinse?,May be,0,13-04-2022
B08GY3PZQF,Does it have baby care?,"Yes,it is baby care.",0,13-04-2022
B08GY3PZQF,Which model year?,2022,0,13-04-2022
B08GY3PZQF,Is there any installation cost?,Insallation is fully free of cost,0,11-04-2022
B08GY3PZQF,Any hidden cost during installation?,Insallation only free of cosy,0,11-04-2022
B08GY3PZQF,"Cost for installation? Like tap, powder etc.",Insallation free of cost,0,11-04-2022
B08GY3PZQF,Do this machine has floor balance adjuster??,Yes,0,11-04-2022
B08GY3PZQF,Why promotional code deleted,sellers choice,0,14-04-2022
B08GY3PZQF,What is the benefit of this product for prime membership,Speedy delivery and savings.,0,11-04-2022
B08GY3PZQF,This machine can load inverter connection,Yes,0,13-04-2022
B08GY3PZQF,I need Pay on delivery.,No.,0,13-04-2022
B08GY3PZQF,"Which washing powder to be used in this machine's tub,to make it clean?","Dear Customer,You can use any Brand Detergent power or Liquid for Washing purpose meant for Top Load Washing Machine. Most of the brands mention if the product is suitable for Top Load Washing. Hope this is of help.Regards,Samsung Indiasee less",0,01-06-2022
B08GY3PZQF,This washing machine having dryer?,"Dear Customer,Thank you for your query. Spin Cycle is available which removes moisture from clothes after washing. Hope this is of help.Regards,Samsung Indiasee less",0,01-06-2022
B08GY3PZQF,"What is the exact warranty policy associated with this specific product? (Samsung India website says 120 months warranty, right?)","Dear Customer,You will get 2 years warranty on product and 2 years warranty on motor from Samsung India. Samsung India Official webpage showing same warranty details. For more details you can contact our support team on toll free number 1800-40-7267864 and whats app number 1800-5-7267864. Hope this is of help.Regards,Samsung Indiasee less",0,01-06-2022
B08GY3PZQF,"Is that dry washing there,","Dear Customer,Thank you for your query. Air Wash Feature is not available in this Washing Machine model. There is Spin Cycle available which removes moisture from clothes and make laundry dry. Hope this is of help.Regards,Samsung Indiasee less",0,16-05-2022
B08GY3PZQF,How much the warrnaty period for motor 2 or 10 years. And if 2 years how to extend it?,2 yrs,0,11-04-2022
B08GY3PZQF,One double bed quilt wash in this machine?,Yes if it's not too heavy,0,13-04-2022
